battery_mAh,screen_height_cm,screen_width_px,weight_g,internal_memory_GB,color_variety,has_4g,screen_height_px,has_wifi,talk_time_hr,primary_camera_mp,brand_popularity,thickness_cm,screen_width_cm,year_release,ram_MB,front_camera_mp,cpu_cores,has_bluetooth,has_3g,cpu_speed_GHz,has_touchscreen,has_dual_sim,price_range
999,14,1616,199,64,2,1,1397,0,16,19,5,0.2,11,2022,2593,11,4,0,1,2.9,1,1,2
1510,9,1752,180,45,2,0,708,1,11,3,6,0.9,6,2021,3484,2,5,1,0,0.9,1,1,3
1008,10,1122,114,61,2,0,1077,0,11,15,4,1.0,3,2021,2009,11,3,0,1,0.8,0,0,1
1127,11,1049,163,57,3,1,928,1,17,13,2,0.8,5,2023,2048,5,1,1,1,2.9,1,1,1
1412,15,1894,96,25,3,0,516,1,4,17,4,0.8,9,2015,837,5,8,1,0,2.4,0,0,1
1496,16,741,182,42,3,0,96,1,7,5,1,0.5,0,2020,854,4,5,1,0,2.0,1,1,0
1083,13,1118,178,64,3,1,1025,0,4,11,7,0.8,3,2020,3210,1,3,1,1,2.9,0,1,3
668,9,1203,155,3,2,0,666,1,8,13,2,0.1,5,2020,2746,0,5,0,1,0.5,1,1,2
1309,10,1402,100,33,5,0,557,1,11,14,2,0.5,1,2020,2334,0,4,0,1,1.1,0,1,2
1724,19,1924,177,57,5,1,1605,0,16,5,9,0.5,3,2021,2822,2,3,0,1,2.0,1,1,3
1977,18,1242,171,54,3,1,1226,0,14,18,5,1.0,7,2020,1971,7,7,1,1,2.0,1,1,2
885,16,802,103,15,4,1,769,1,5,0,2,0.4,10,2015,1410,0,7,0,1,2.3,1,1,0
879,16,1105,83,14,1,1,403,1,2,15,9,0.7,10,2017,349,11,6,1,1,2.5,0,0,0
1322,19,1990,140,7,4,0,177,0,12,9,9,0.8,17,2016,1418,6,3,0,0,1.7,1,1,1
1137,13,1179,196,7,4,0,942,1,12,19,1,1.0,5,2020,3616,18,3,1,1,1.0,1,0,3
1355,19,891,132,23,4,1,651,0,8,16,3,0.2,4,2022,880,10,5,0,1,2.3,1,0,0
1665,18,1684,194,60,5,1,1572,0,14,18,4,0.2,17,2017,1601,3,6,1,1,0.5,0,0,2
657,14,961,141,37,1,0,476,0,18,1,7,0.7,3,2022,1412,0,2,0,0,2.5,1,0,0
593,6,1317,156,31,4,0,1233,0,7,7,10,0.4,2,2022,1692,6,7,0,1,0.5,0,0,1
1883,16,1739,146,10,3,1,836,0,20,13,4,0.3,8,2019,2600,3,6,1,1,0.5,0,0,3
1732,16,881,119,12,5,1,824,1,11,9,2,0.8,7,2022,1308,4,8,1,1,1.1,0,0,1
543,17,984,192,57,3,0,391,0,15,4,7,0.7,14,2020,2413,0,5,0,1,0.5,0,0,1
1939,14,520,199,55,3,1,320,0,18,10,6,0.6,10,2019,1047,0,4,1,1,2.8,1,1,0
553,11,902,121,8,4,1,325,1,8,3,3,0.5,4,2023,1204,1,7,0,1,2.4,1,1,0
832,5,1504,103,39,3,1,125,1,11,3,6,0.7,2,2021,1799,2,4,0,1,0.7,0,1,1
1661,12,1634,172,23,1,0,846,1,11,10,6,1.0,6,2022,2676,5,5,0,0,1.9,1,1,3
1657,18,1796,198,42,3,0,1770,0,14,16,5,0.1,1,2015,2597,3,5,1,1,2.4,0,0,3
1135,19,1846,83,46,4,0,293,1,9,4,4,0.3,17,2016,3029,0,1,1,1,2.0,1,1,3
1775,19,1869,163,41,3,0,1633,1,14,7,10,0.1,13,2022,2343,3,1,1,1,1.5,1,0,3
783,16,1471,106,43,5,1,1198,0,18,4,1,1.0,4,2023,2016,0,3,0,1,1.8,1,1,1
617,18,874,199,32,5,0,768,0,7,20,10,0.5,13,2018,2213,0,7,1,0,2.3,0,0,1
867,13,1974,135,4,5,1,70,0,3,1,6,0.7,6,2023,790,0,6,0,1,1.4,1,1,0
1310,8,513,194,7,2,0,117,0,5,14,2,1.0,4,2018,3182,13,5,1,1,1.1,1,1,2
1804,9,1244,153,22,5,1,1158,1,20,19,3,0.6,1,2023,3472,9,7,0,1,0.5,0,0,3
1900,12,1661,89,18,5,1,1055,1,13,9,8,0.2,1,2021,2871,1,7,1,1,2.3,1,0,3
909,12,973,82,53,2,0,635,0,4,0,10,0.3,9,2016,3187,0,8,1,1,1.4,0,0,2
1084,15,771,107,40,5,1,322,0,10,11,6,0.9,4,2023,1945,3,3,1,1,2.6,1,0,1
1308,5,989,199,46,4,0,275,0,9,12,3,0.9,3,2018,488,8,1,0,0,1.3,1,1,0
1778,5,1954,102,15,5,0,1445,0,14,0,7,0.5,0,2022,1214,0,3,0,1,0.5,0,0,1
1701,12,1338,194,10,5,0,550,0,6,7,4,0.3,9,2021,2598,3,8,1,0,1.6,1,1,2
772,18,1712,80,10,2,1,1242,0,4,2,9,0.5,11,2021,3242,1,4,1,1,2.4,1,1,3
825,10,863,130,52,4,0,597,0,6,10,5,0.9,4,2022,3534,7,3,1,0,0.5,1,1,3
1379,5,1376,200,36,3,1,538,1,17,7,3,0.8,4,2015,3426,5,2,0,1,1.1,1,0,3
1166,13,1203,198,25,1,1,59,0,15,4,2,0.8,5,2019,2488,3,5,0,1,2.0,0,0,2
1659,19,902,89,16,4,0,819,1,9,20,2,0.6,14,2016,3255,5,1,0,0,2.8,0,0,3
826,9,786,88,58,3,1,179,1,18,1,3,0.3,3,2016,2863,0,4,1,1,2.4,0,1,2
1564,6,1965,189,25,4,1,1259,1,7,17,2,0.5,4,2015,1496,4,6,0,1,2.3,1,0,1
1957,12,1732,181,31,3,0,396,1,7,16,4,0.6,0,2019,3801,11,3,0,1,0.9,0,1,3
1571,12,1398,100,19,3,1,713,0,13,1,2,0.1,10,2016,666,0,6,0,1,1.4,1,0,0
1414,17,829,99,54,4,0,262,1,7,3,10,0.8,7,2018,3799,2,7,0,1,2.0,0,1,3
1790,7,792,184,2,2,0,622,1,20,14,9,0.1,0,2017,1366,9,1,0,1,2.5,1,1,1
645,12,580,197,41,4,0,327,1,4,10,2,1.0,9,2017,2962,1,7,0,1,0.5,1,0,2
668,10,1056,195,30,4,0,522,1,7,12,9,0.2,5,2016,2399,7,8,0,1,2.9,1,1,1
1652,12,1264,89,36,3,0,313,0,20,5,6,0.7,8,2020,2338,1,4,1,0,1.1,0,1,2
1213,12,1248,108,16,1,0,226,1,9,0,1,0.5,3,2016,2700,0,5,1,0,0.5,0,0,2
1272,19,669,133,22,3,0,605,0,4,8,4,0.9,4,2022,2235,0,6,1,1,2.5,0,1,1
866,12,1686,179,46,5,1,692,1,2,7,1,0.5,11,2022,3825,5,8,0,1,0.5,1,1,3
536,12,1539,182,3,4,1,1386,0,4,14,6,0.3,9,2019,284,12,7,0,1,2.4,1,1,0
523,9,1042,155,14,4,0,304,0,9,2,4,0.1,1,2021,1427,1,8,0,0,2.6,1,1,0
1753,17,1926,134,31,2,1,1590,1,17,18,3,0.1,0,2018,1324,0,1,0,1,0.5,0,1,2
1218,17,616,147,14,3,1,229,0,5,4,3,0.5,0,2015,398,1,3,0,1,1.8,0,1,0
1537,18,1131,137,43,2,1,839,1,17,5,9,0.3,17,2016,3685,4,1,1,1,2.5,1,0,3
786,12,1697,141,33,4,0,507,1,5,6,6,0.5,11,2018,2390,0,7,0,1,2.2,0,1,2
1678,19,536,134,64,3,1,436,0,10,11,9,0.9,0,2015,278,3,3,0,1,2.1,1,0,0
1814,18,786,141,9,3,1,756,0,16,2,5,0.4,12,2022,3556,1,2,0,1,1.4,0,1,3
1101,12,1269,148,31,5,0,387,1,19,7,2,0.2,6,2023,2196,0,2,0,0,1.8,1,0,1
1461,16,1298,141,40,5,1,1265,0,4,4,8,0.5,1,2018,3799,3,7,0,1,2.4,0,1,3
1216,13,1967,199,47,1,0,1852,1,4,7,5,0.4,5,2017,2268,4,3,0,0,3.0,1,0,2
506,13,1025,159,41,5,1,875,0,15,7,2,0.8,10,2016,2965,6,1,0,1,1.6,0,0,2
843,10,800,147,56,3,1,140,1,20,17,4,0.1,1,2019,2341,1,5,1,1,0.5,1,0,1
742,16,1359,190,56,5,0,577,1,12,14,9,0.2,11,2017,3557,4,7,0,0,2.2,1,1,3
1692,16,1996,176,61,1,1,975,0,19,12,4,0.9,7,2021,1354,3,6,1,1,2.1,0,0,1
1485,19,1013,84,32,4,1,510,0,11,9,4,0.7,1,2020,2147,2,2,0,1,1.0,1,0,2
1547,12,590,166,45,5,0,583,1,3,8,2,0.7,2,2015,505,6,2,0,0,2.9,1,1,0
1692,16,1925,139,46,3,1,674,0,6,6,6,0.9,10,2022,1394,4,1,0,1,2.3,1,1,1
637,18,1989,97,60,4,1,1125,1,8,4,2,0.8,4,2016,374,3,4,0,1,2.3,0,0,0
1224,10,826,109,6,3,1,747,1,11,18,7,0.4,0,2019,506,16,6,0,1,0.5,1,0,0
1356,17,1983,198,29,4,0,1612,0,19,0,3,0.5,0,2023,3702,0,6,0,0,2.8,0,0,3
1840,8,1545,142,34,3,0,311,0,10,16,3,0.7,0,2022,1078,12,1,0,0,0.5,0,1,1
1481,10,1533,96,37,5,1,116,1,16,13,5,0.6,5,2016,2945,4,5,1,1,0.7,1,1,2
961,15,621,152,51,5,0,554,1,7,16,3,0.3,6,2023,2981,10,6,1,1,1.5,1,1,2
1296,7,1272,124,14,1,1,811,1,4,3,2,0.5,1,2019,490,0,5,0,1,0.9,1,1,0
1193,17,1729,166,26,4,0,730,1,4,20,10,0.5,14,2020,536,11,1,0,1,0.9,0,0,0
1441,16,1071,118,3,1,1,577,1,7,17,9,0.1,4,2017,2317,11,8,0,1,2.1,0,1,2
517,17,974,183,33,2,1,660,1,11,8,2,0.8,16,2017,3704,3,4,0,1,1.4,0,1,3
748,18,1554,150,27,5,1,450,0,7,4,2,0.9,9,2022,2126,0,8,1,1,1.7,0,0,1
1126,7,1611,160,10,4,1,1223,1,12,3,8,0.4,6,2016,2050,2,6,1,1,2.4,1,0,2
1572,12,1937,157,58,1,1,1109,0,10,8,9,0.2,8,2016,2462,0,7,0,1,0.6,0,0,3
1569,9,1942,110,44,1,0,45,0,17,20,7,0.3,2,2019,1260,17,4,0,1,2.8,0,1,1
1270,5,845,101,32,2,1,299,0,13,6,3,0.5,3,2020,3770,2,7,1,1,0.6,1,1,3
1854,17,627,101,8,1,1,506,0,20,5,9,0.1,4,2016,1886,2,5,0,1,3.0,1,0,1
625,9,842,183,10,3,1,635,1,7,8,3,0.2,1,2019,3323,5,4,1,1,1.2,1,1,2
1577,19,1737,197,42,5,1,1045,0,12,4,5,0.3,6,2021,2060,0,5,0,1,0.5,0,1,2
534,16,1199,189,16,1,1,393,0,20,1,9,1.0,12,2022,3926,0,5,0,1,0.5,0,1,3
946,7,1740,143,25,1,1,650,1,13,15,3,0.8,5,2021,2177,8,6,0,1,1.7,1,1,2
685,14,648,93,29,2,0,433,1,4,10,7,0.8,8,2022,728,2,7,0,0,0.5,0,0,0
1949,14,1136,101,23,3,0,839,0,20,1,1,0.1,8,2023,2478,0,5,0,1,1.3,0,1,3
947,16,1220,197,22,1,1,1176,0,2,13,4,0.1,12,2019,2842,0,2,0,1,0.8,0,1,2
801,17,879,165,63,5,0,650,1,19,4,4,0.4,4,2019,1617,2,7,1,0,2.2,0,1,1
703,14,1065,113,30,5,1,218,0,7,20,7,0.3,7,2018,1472,12,1,1,1,2.7,0,0,0
1165,19,831,178,41,1,0,564,0,15,12,8,0.2,12,2023,764,11,6,1,1,2.4,0,0,0
1082,6,1191,198,38,3,0,986,1,17,5,1,0.1,1,2019,2337,0,8,0,0,0.8,1,0,2
959,16,1631,84,20,5,0,561,0,6,19,5,1.0,1,2016,3965,15,4,1,1,2.6,0,1,3
1502,17,588,138,54,5,0,65,0,16,12,7,0.2,14,2022,3693,0,5,1,1,1.2,1,0,3
1380,13,500,92,4,3,1,420,0,15,13,4,0.8,2,2021,797,1,3,1,1,2.1,1,1,0
1266,11,1698,95,5,3,1,1365,0,18,9,4,0.1,0,2022,1687,0,6,0,1,0.5,0,0,2
1934,13,1299,103,46,1,1,619,1,2,17,4,0.1,9,2017,2940,0,1,1,1,2.6,1,1,3
1905,9,898,151,6,4,1,849,0,10,5,6,0.5,5,2018,1545,3,1,1,1,0.5,1,0,1
1831,17,1381,150,43,2,0,611,1,13,5,7,0.9,7,2019,3834,2,5,0,1,1.4,1,1,3
596,15,984,165,46,4,0,953,0,15,18,2,0.6,4,2020,2505,8,1,0,1,1.4,1,0,1
1562,12,1533,190,7,4,1,642,0,6,15,5,0.2,10,2015,2243,1,5,1,1,1.3,0,1,2
1490,17,1464,150,64,5,1,1417,1,7,8,4,0.3,9,2018,3600,4,8,1,1,0.5,1,1,3
1523,18,539,117,57,3,1,247,1,10,6,3,0.2,12,2019,3971,5,2,1,1,2.4,1,0,3
640,7,1179,163,20,5,0,710,0,18,15,7,0.1,5,2021,2844,0,4,0,1,0.6,1,0,2
1526,18,751,117,23,2,1,718,0,3,8,6,0.2,10,2019,2227,1,7,0,1,2.1,1,0,2
1989,17,1497,94,41,1,1,1100,1,12,13,7,0.8,9,2015,1665,0,3,0,1,2.5,1,1,2
1308,15,1215,106,61,2,1,59,1,4,7,5,0.7,2,2021,3355,0,3,0,1,1.9,0,0,3
609,11,1948,93,26,5,0,938,1,14,4,6,0.3,10,2022,1866,3,4,0,1,0.5,1,0,1
1905,13,1542,119,36,5,1,825,0,16,20,5,0.4,4,2021,1287,9,3,0,1,0.6,0,1,1
1703,5,1235,192,22,5,1,286,1,13,0,7,0.6,4,2018,1046,0,1,1,1,0.5,0,0,0
1445,7,1345,173,20,5,1,1273,1,13,15,2,0.4,4,2022,1441,7,7,1,1,2.4,1,1,1
1087,14,589,166,16,4,1,295,1,6,9,5,0.3,6,2019,690,0,3,0,1,1.3,0,0,0
671,6,1182,105,30,1,0,852,0,15,17,6,0.7,4,2023,2504,10,7,0,1,0.9,0,1,2
1472,19,1052,168,61,4,0,710,0,8,19,6,0.1,15,2019,2677,6,6,1,1,2.3,0,0,2
765,11,1429,115,47,5,1,1277,1,4,1,5,0.3,7,2015,2243,0,8,0,1,0.5,0,1,2
1642,13,873,171,8,3,1,129,1,17,17,10,0.3,4,2023,2984,16,6,0,1,0.5,0,1,2
1265,5,836,182,49,4,0,690,1,12,16,7,0.7,0,2019,1362,7,5,0,0,1.5,0,0,1
664,19,1478,110,51,5,1,701,1,6,4,10,0.1,15,2020,3629,1,7,1,1,1.1,1,1,3
1277,18,1460,142,35,5,1,309,0,6,6,8,0.4,17,2018,3559,0,6,1,1,0.5,1,1,3
1395,11,705,111,23,1,0,213,1,13,1,7,0.1,0,2020,2571,0,3,0,1,1.8,0,1,2
1539,15,1666,159,41,2,0,1112,1,10,0,5,0.1,9,2022,2107,0,8,1,1,2.6,0,0,2
1049,11,1077,135,63,4,0,199,0,13,17,1,0.5,3,2017,1022,9,5,1,0,2.2,0,0,0
1827,14,1020,128,39,4,1,55,0,10,16,5,0.5,9,2019,2844,4,5,0,1,1.7,1,0,2
903,9,1235,91,50,4,1,1230,0,10,0,10,0.4,5,2016,711,0,1,0,1,1.0,1,1,0
1987,18,1516,181,53,5,1,1052,1,8,7,2,1.0,5,2016,3117,3,3,1,1,0.5,1,0,3
1154,5,1499,181,49,1,1,541,1,7,2,5,0.2,3,2021,978,0,8,0,1,1.2,0,1,0
1336,13,583,194,17,5,1,55,1,16,9,5,0.2,1,2020,1869,5,5,0,1,0.9,1,0,1
1886,16,1958,112,24,5,1,809,1,20,1,2,0.4,7,2018,1179,0,3,0,1,0.5,0,0,1
1551,11,1995,88,51,3,0,1738,0,4,6,5,0.1,8,2019,3844,4,5,0,0,1.1,1,0,3
850,19,642,133,29,1,1,404,1,10,19,4,0.5,17,2015,593,6,5,1,1,1.6,0,1,0
660,6,1178,111,40,4,1,262,1,18,10,1,0.5,5,2021,588,5,2,0,1,0.5,1,0,0
1225,12,1404,116,13,2,0,759,0,11,12,3,0.5,11,2022,3836,8,4,1,0,2.1,0,1,3
1452,12,1040,123,25,4,1,42,0,13,11,1,0.9,10,2023,2669,1,6,1,1,0.5,0,1,2
1686,14,1453,166,38,5,0,397,0,2,4,5,0.1,11,2022,2958,3,4,1,0,2.8,0,1,3
1634,11,1677,200,17,1,1,964,1,6,5,4,0.2,6,2019,3031,1,2,1,1,1.4,1,0,3
1708,6,517,109,49,1,1,233,1,16,19,7,0.1,4,2017,3388,18,1,1,1,2.4,1,1,3
1151,18,1560,128,31,1,0,1022,0,13,1,5,0.6,8,2023,2377,0,8,1,0,2.9,1,1,2
1578,19,1226,138,37,3,1,411,1,3,19,10,0.1,16,2020,2458,2,4,0,1,1.9,0,1,2
1689,7,1200,127,24,4,0,954,1,7,18,4,0.3,2,2019,2766,17,3,0,0,1.8,1,0,3
1488,14,1647,112,39,3,0,1528,0,19,6,2,0.8,10,2017,3054,1,5,0,0,0.5,0,0,3
1313,11,1308,105,9,2,0,416,1,6,6,4,0.4,10,2020,3791,4,1,1,0,1.8,1,1,3
1715,17,1615,83,31,5,1,638,0,13,17,2,0.5,6,2017,625,4,8,0,1,1.0,0,1,0
1442,6,687,192,27,3,0,231,0,20,19,8,0.1,5,2020,2227,0,3,0,1,1.0,1,1,1
528,9,637,142,6,3,1,574,0,6,15,3,0.8,8,2018,3256,12,2,0,1,1.7,1,0,2
1523,19,1606,129,11,5,1,148,0,19,8,9,0.1,8,2016,707,6,1,1,1,1.8,1,0,0
1133,18,1543,199,42,1,0,730,1,20,12,4,0.1,12,2022,1457,3,5,0,1,1.4,0,0,1
1718,7,980,183,6,5,1,564,1,8,16,6,0.1,1,2018,3755,14,5,1,1,2.5,1,1,3
1330,9,1441,183,38,4,0,1290,1,11,1,10,1.0,0,2023,1733,0,7,0,1,0.5,0,0,1
1799,12,1383,107,49,5,0,632,1,11,2,5,0.4,2,2021,720,0,4,1,1,0.5,1,0,0
633,11,1009,139,49,1,1,529,1,16,1,10,0.1,1,2016,3560,0,8,1,1,2.2,1,0,2
724,7,1754,187,44,5,0,1273,0,7,0,1,0.5,6,2018,2311,0,7,0,1,2.7,0,1,2
822,10,860,157,51,3,1,667,0,3,20,9,0.3,1,2019,3846,0,6,1,1,0.5,0,0,3
1918,7,1543,110,10,2,0,1170,1,16,10,1,0.6,1,2017,1717,2,5,0,1,1.9,1,0,2
1891,8,1108,129,37,3,1,169,0,11,14,8,0.4,6,2023,3704,7,7,0,1,2.8,0,0,3
1373,8,673,127,50,2,0,105,0,14,12,9,0.2,3,2019,3800,2,7,1,1,1.0,0,1,3
862,16,1758,165,23,5,0,793,1,11,15,9,0.4,3,2016,278,3,2,1,0,0.8,0,1,0
1273,18,886,99,48,4,1,490,0,11,15,1,0.4,15,2017,1767,3,4,0,1,1.0,1,0,1
957,12,1485,107,7,5,0,1201,1,7,10,2,0.8,5,2023,1846,4,5,1,1,2.5,0,0,1
1617,9,1038,105,30,1,1,246,0,10,4,1,0.7,0,2021,829,3,2,1,1,1.3,0,1,0
893,7,946,183,55,5,0,417,1,6,1,10,0.6,1,2016,2986,0,2,0,0,2.5,1,1,2
1210,17,1462,93,63,2,0,1177,0,7,0,2,0.1,9,2023,2394,0,5,0,0,0.5,0,0,2
708,6,654,195,63,3,1,78,1,7,7,10,1.0,5,2018,2169,0,8,1,1,2.7,1,1,1
835,13,1604,101,7,4,0,323,1,15,7,8,0.2,5,2023,1181,2,4,0,1,1.1,1,1,0
1450,15,1882,131,19,5,0,707,0,12,17,5,0.6,9,2016,575,9,1,1,0,2.7,0,1,0
973,6,1816,190,57,5,1,457,0,2,16,7,0.2,4,2018,2977,5,7,1,1,1.5,0,0,2
601,12,765,154,4,3,1,356,1,10,13,2,0.1,8,2019,532,4,4,1,1,1.4,1,0,0
507,17,1398,141,32,4,0,936,1,5,11,8,0.5,0,2016,1702,1,7,1,1,0.5,1,1,1
564,14,1980,168,51,5,1,912,0,15,1,6,0.5,8,2015,1074,0,3,0,1,1.8,1,1,0
1559,9,1559,162,6,5,1,179,1,3,17,8,0.5,1,2021,3352,6,6,1,1,1.6,1,1,3
754,6,1928,178,59,2,1,1914,0,5,10,1,0.7,3,2015,1027,7,7,0,1,0.5,0,1,1
728,5,1529,88,25,2,0,526,1,12,1,1,0.2,1,2022,2039,0,4,0,1,2.7,1,1,1
1431,7,952,191,56,1,1,156,0,8,1,7,0.6,3,2017,461,0,1,1,1,0.5,0,0,0
767,10,1517,175,28,3,0,344,0,15,10,8,0.7,0,2020,527,4,4,0,0,1.5,1,0,0
1722,14,1741,177,18,4,0,865,1,15,16,3,0.8,0,2021,3271,8,2,0,1,2.6,0,0,3
1992,9,1596,100,57,5,1,1552,1,4,15,5,1.0,3,2015,606,5,2,1,1,1.6,1,0,1
1876,10,1564,86,40,5,1,546,0,16,14,1,0.3,8,2020,2513,10,6,0,1,0.5,1,0,3
1054,18,1222,136,38,1,1,1097,1,14,12,7,0.4,4,2021,1675,10,6,0,1,1.1,1,1,1
1283,9,692,93,47,5,0,372,0,17,5,5,0.9,6,2020,2698,4,5,1,1,1.6,1,1,2
1281,12,1617,148,28,3,0,1285,0,6,6,8,0.3,1,2018,1129,0,1,1,0,2.3,1,1,1
1066,19,1571,114,7,1,1,1242,0,6,18,8,0.9,13,2015,468,2,7,0,1,0.6,1,0,0
730,19,1247,89,4,3,1,302,1,4,2,9,0.1,15,2023,1210,0,8,0,1,2.1,1,1,0
1053,17,1767,103,45,1,1,594,1,5,12,7,0.3,6,2018,3086,7,1,1,1,0.8,1,1,3
1611,8,714,98,3,5,0,303,1,9,14,1,0.6,4,2021,1595,11,3,1,1,0.5,0,1,1
793,17,1935,133,30,1,1,1858,1,14,15,3,0.9,13,2021,2332,5,2,0,1,1.0,1,1,2
1220,19,1933,125,62,2,0,403,1,15,8,8,0.5,11,2016,2589,3,4,0,1,2.9,1,0,2
1662,9,1509,126,61,4,1,32,1,13,13,3,0.8,5,2015,3760,0,4,0,1,0.5,1,0,3
1281,8,954,144,8,5,1,590,0,9,19,8,0.3,2,2022,1851,3,4,1,1,2.8,1,1,1
538,8,662,177,2,4,1,235,1,9,13,1,0.8,4,2022,417,12,7,0,1,0.8,0,0,0
823,13,888,187,39,5,0,630,1,11,4,5,0.4,9,2021,294,0,8,1,0,0.5,0,0,0
1733,17,527,119,36,4,1,357,0,9,20,4,1.0,16,2022,3576,3,6,1,1,2.8,0,0,3
1429,11,820,100,40,2,1,246,1,18,14,5,0.9,7,2017,3945,0,3,0,1,1.5,0,1,3
1839,19,1493,200,54,4,1,475,1,18,11,8,0.5,10,2016,927,9,7,1,1,1.2,0,0,1
659,15,1929,110,6,1,1,1054,1,2,7,10,0.5,5,2021,2044,6,3,0,1,2.7,0,0,1
1953,11,764,158,56,4,0,555,0,4,9,4,0.1,5,2022,2334,7,8,1,1,2.1,0,1,2
1172,12,1092,164,27,5,1,607,0,6,3,4,0.7,0,2015,1477,0,1,0,1,1.9,0,0,1
612,8,1891,102,16,3,0,1360,0,3,7,3,0.3,4,2023,3161,6,7,1,0,1.9,0,1,3
1563,7,1699,170,24,4,1,142,0,5,0,7,0.2,5,2018,3660,0,8,0,1,2.4,1,0,3
1191,14,683,84,26,4,1,681,1,9,20,3,0.8,3,2018,1604,16,1,0,1,1.3,0,1,1
615,7,1664,163,42,4,0,104,1,18,4,3,0.6,4,2017,2211,0,6,1,0,0.5,0,1,1
1893,14,763,134,63,5,0,637,1,18,11,10,0.2,3,2020,3822,8,2,1,0,2.1,1,1,3
1563,11,572,151,16,4,0,410,1,8,13,5,0.1,1,2015,3922,10,7,0,0,1.7,0,1,3
1995,14,1963,139,9,5,0,1830,1,18,18,5,0.8,12,2020,1203,6,6,1,1,1.9,1,0,2
1517,15,1489,143,48,5,1,802,1,11,14,6,0.6,5,2016,2822,6,5,0,1,0.5,1,0,3
832,15,1294,108,34,3,1,311,0,12,5,8,0.3,13,2023,447,1,5,0,1,1.6,1,1,0
1162,5,997,114,56,1,1,56,0,20,1,10,0.7,0,2016,1652,0,7,0,1,2.0,0,0,1
1595,15,655,121,12,5,0,344,0,16,19,6,0.3,1,2021,3608,7,8,1,0,2.6,1,0,3
1329,8,1458,181,52,2,0,1053,1,6,2,1,0.9,6,2015,1228,1,6,1,1,1.0,0,0,1
928,19,1243,80,56,4,0,221,0,5,13,8,0.7,10,2021,666,11,8,1,0,0.5,1,1,0
1656,12,519,105,38,2,1,506,1,19,17,8,0.1,8,2019,1499,8,7,1,1,0.5,0,1,1
1937,5,1767,189,58,4,0,1728,0,14,19,9,0.6,4,2022,3321,17,1,1,1,1.7,1,0,3
977,7,566,181,57,3,0,63,1,8,7,9,0.6,1,2018,1206,2,6,1,0,1.1,1,1,0
768,19,515,113,56,5,1,418,1,16,20,2,0.1,3,2021,952,16,1,1,1,0.9,0,0,0
1464,5,1168,117,12,1,0,854,1,15,14,2,0.9,3,2020,3927,11,2,1,0,0.5,1,1,3
1177,18,882,191,29,5,1,178,0,19,8,3,0.4,5,2019,311,1,2,0,1,0.9,0,0,0
1348,18,1942,98,52,4,0,1869,1,7,20,1,0.3,11,2018,955,18,3,0,1,2.0,1,0,1
1956,13,776,87,37,1,1,185,0,19,2,4,0.5,1,2021,1109,0,3,0,1,2.2,1,0,1
1751,8,564,178,8,5,0,170,1,17,20,4,0.6,6,2019,2969,6,6,0,0,0.5,0,1,2
1530,11,1975,177,42,1,0,454,1,19,13,9,0.8,10,2019,725,11,6,0,0,2.0,0,0,0
1997,7,1212,185,40,4,0,866,0,15,8,9,0.5,6,2015,1655,1,4,1,1,1.8,0,1,2
1414,16,1118,180,44,3,0,44,0,13,6,9,0.5,12,2016,3490,5,2,1,0,1.5,1,1,3
1707,12,1388,80,41,3,0,1331,0,10,2,10,0.8,0,2019,1774,0,7,0,0,1.4,0,0,2
894,13,1462,199,50,5,1,1285,1,6,14,7,0.5,0,2017,3615,1,3,0,1,0.5,0,1,3
645,18,1130,184,41,2,1,741,0,13,17,2,0.7,2,2016,714,6,8,0,1,1.2,1,0,0
1163,19,754,155,49,4,0,520,1,12,0,10,0.6,2,2018,2768,0,2,0,0,2.8,0,1,2
1126,14,1726,165,49,5,0,114,0,13,17,5,0.9,1,2018,3739,3,8,0,1,0.7,0,0,3
1648,8,1876,170,64,5,1,1153,0,6,9,4,0.8,1,2018,610,6,4,0,1,0.7,1,0,1
1170,18,709,199,14,3,1,474,1,20,13,8,0.4,5,2018,715,6,2,1,1,0.9,0,0,0
508,13,557,94,42,1,1,39,0,7,8,2,0.3,12,2017,663,7,1,0,1,0.8,0,0,0
1097,14,1914,161,64,4,0,419,1,9,8,6,0.2,5,2021,1725,6,3,0,1,2.1,0,1,1
728,16,775,101,5,1,1,584,0,5,20,5,0.6,0,2023,834,0,2,0,1,1.7,1,1,0
1980,12,1910,177,29,4,1,312,0,18,13,2,0.8,10,2019,3865,2,1,0,1,0.5,0,1,3
1504,6,1923,182,64,2,0,19,0,10,2,10,0.9,5,2018,3059,1,1,0,0,2.3,1,1,3
1379,9,1370,83,63,3,1,207,0,7,17,1,1.0,6,2016,651,14,1,1,1,2.1,1,1,0
1698,13,994,160,18,2,1,363,1,14,20,8,0.9,3,2016,796,5,6,0,1,2.1,0,0,0
920,10,1078,115,25,5,0,209,1,5,14,2,0.4,7,2019,785,5,7,0,0,2.1,1,1,0
1144,16,724,189,21,3,0,159,0,8,11,7,0.4,0,2021,3252,0,1,1,0,1.5,0,1,2
1995,15,1104,129,26,5,0,649,1,7,15,9,0.2,11,2023,1322,6,1,1,0,0.5,1,0,1
1430,7,1182,183,27,2,0,1132,1,15,16,9,0.5,1,2021,2832,1,1,0,0,0.5,1,1,2
972,11,1795,193,13,4,0,1392,0,13,8,8,0.4,6,2019,1615,5,5,1,0,0.5,1,1,1
